City,State,Population,Land_Area,Location_Coordinates,Airports,Wiki_Page,City_Description
Boulder,Colorado,"107,353",24.8 sq mi,40°01′37″N 105°15′07″W﻿ ,,"https://en.wikipedia.org/wiki/Boulder,_Colorado","b""Boulder (/boldr/) is the home rule municipality that is the county seat and the most populous municipality of Boulder County Colorado United States. It is the state's 11th-most-populous municipality; Boulder is located at the base of the foothills of the Rocky Mountains at an elevation of 5430 feet (1655 m) above sea level.[8][9] The city is 25 miles (40 km) northwest of Denver.[10]"""
Greeley,Colorado,"107,348",47.8 sq mi,40°24′55″N 104°46′11″W﻿ ,,"https://en.wikipedia.org/wiki/Greeley,_Colorado","b""The town was named after Horace Greeley editor of the New-York Tribune who came to Colorado in the 1859 Pike's Peak Gold Rush.[11][12] It was founded as the Union Colony in 1869 an experimental utopian society but the name was later changed in honor of Greeley. Governor Benjamin Harrison Eaton declared Greeley an official city on April 6 1886.[13]"""
Daly City,California,"107,008",7.6 sq mi,37°42′03″N 122°27′54″W﻿ ,,"https://en.wikipedia.org/wiki/Daly_City,_California",b'Daly City (/deli/) is the largest city in San Mateo County California United States with an estimated 2014 population of 106094.[12] Located immediately south of San Francisco it is named in honor of businessman and landowner John Donald Daly.'
Meridian,Idaho,"106,804",29.8 sq mi,43°36′51″N 116°23′56″W﻿ ,,"https://en.wikipedia.org/wiki/Meridian,_Idaho","b""The town was established in 1891 on the Onweiler farm north of the present site and was called Hunter. Two years later an I.O.O.F. lodge was organized and called itself Meridian because it was located on the Boise Meridian and the town was renamed. The Settlers' Irrigation Ditch 1892 changed the arid region into a productive farming community which was incorporated in 1902.[9]"""
Lewisville,Texas,"106,586",36.7 sq mi,33°02′48″N 96°58′54″W﻿ ,,"https://en.wikipedia.org/wiki/Lewisville,_Texas","b""Lewisville (/lusvl/ LOO-iss-vil) is a city in Denton County Texas United States. It is a suburb within the Dallas-Fort Worth Metroplex. The 2000 United States Census placed the city's population at 77737 and the 2010 Census placed it at 95290 making it one of the fastest-growing city populations in the United States and the 33rd most populous in Texas.[6] It occupies 36.4 square miles (94 km2) of land and includes 6.07 square miles (15.7 km2) of Lewisville Lake.[3]"""
Davie,Florida,"106,558",34.9 sq mi,26°04′45″N 80°17′06″W﻿ ,,"https://en.wikipedia.org/wiki/Davie,_Florida",b'Davie was founded by Tamara Toussaint and Jake Tannebaum. The original name of the town was Zona. In 1909 R.P. Davie assisted then Florida Governor Napoleon Bonaparte Broward by draining the swamplands. Robert Parsell (R.P.) Davie a developer bought about 27000 acres (109 km2) in the area. He built a school in Zona. In 1916 the people of the town were so grateful they renamed the town after him. It was carved out of Everglades land that was mostly underwater.'
West Covina,California,"106,311",16.0 sq mi,34°03′21″N 117°54′36″W﻿ ,,"https://en.wikipedia.org/wiki/West_Covina,_California",b'West Covina was incorporated as an independent city in 1923 to prevent the city of Covina from building a sewage farm in the area. Benjamin Franklin Maxson Jr. (1897-1928) initiated the incorporation process and was the first mayor.  Walnut groves and orange groves continued to flourish. The population in 1930 was 769 and blossomed to 1549 in 1940. As a result of remarkable expansion during the post World War II building boom West Covina became one of the fastest-growing U.S. cities between 1950 and 1960 with the population increasing 1000 per cent from less than 5000 to more than 50000 citizens. The decades between 1960 and 2000 demonstrated steady growth which slowed significantly by the time of the 2010 census.'
League City,Texas,"106,244",51.2 sq mi,29°29′24″N 95°06′33″W﻿ ,,"https://en.wikipedia.org/wiki/League_City,_Texas",b'League City is home to several waterside resorts such as South Shore Harbor Resort and Conference Center and Waterford Harbor and Yacht Club Marina popular with residents of nearby Houston.'
Tyler,Texas,"105,729",56.6 sq mi,32°19′02″N 95°18′21″W﻿ ,,"https://en.wikipedia.org/wiki/Tyler,_Texas","b'Tyler is known as the ""Rose Capital of America"" (also the ""Rose City"" and the ""Rose Capital of the World"")[7] a nickname it earned from a long history of rose production cultivation and processing. It is home to the largest rose garden in the United States a 14-acre public garden complex that has over 38000 rose bushes of at least 500 different varieties.[8] The Tyler Rose Garden is also home to the annual Texas Rose Festival attracting tourists by the thousands each year in mid-October.[8] Tyler is also home to the Caldwell Zoo and Broadway Square Mall.'"
Norwalk,California,"105,120",9.7 sq mi,33°54′27″N 118°05′01″W﻿ ,Los Angeles International AirportLAX (Major/International),"https://en.wikipedia.org/wiki/Norwalk,_California",b'Norwalk is a suburban city in Los Angeles County California United States. The population is estimated to be 107096 as of 2014.[8] It is the 58th most densely-populated city in California.[9]'
San Mateo,California,"105,025",12.1 sq mi,37°33′37″N 122°18′38″W﻿ ,San Francisco International AirportSFO (Major/International),"https://en.wikipedia.org/wiki/San_Mateo,_California","b'San Mateo (/sn mte.o/ SAN m-TAY-oh; Spanish for ""Saint Matthew"") is a city in San Mateo County California approximately 20 miles (32 km) south of San Francisco and 31 miles (50 km) northwest of San Jose. San Mateo had an estimated 2017 population of 104748.[7]'"
Green Bay,Wisconsin,"104,879",45.4 sq mi,44°31′15″N 87°59′03″W﻿ ,,"https://en.wikipedia.org/wiki/Green_Bay,_Wisconsin","b""Green Bay is a city in and the county seat of Brown County in the U.S. state of Wisconsin[8] at the head of Green Bay a sub-basin of Lake Michigan at the mouth of the Fox River. It is 581 feet (177 m) above sea level and 112 miles (180 km) north of Milwaukee. The population was 104057 at the 2010 census.[6] Green Bay is the third-largest city in the state of Wisconsin after Milwaukee and Madison and the third-largest city on Lake Michigan's west shore after Chicago and Milwaukee. Green Bay is home to the National Football League's Green Bay Packers."""
Wichita Falls,Texas,"104,576",72.2 sq mi,33°54′24″N 98°31′33″W﻿ ,,"https://en.wikipedia.org/wiki/Wichita_Falls,_Texas","b'The city is home to the Newby-McMahon Building (otherwise known as the ""world\'s littlest skyscraper"") constructed downtown in 1919 and featured in Robert Ripley\'s Ripley\'s Believe It or Not!.'"
Sparks,Nevada,"104,246",35.9 sq mi,39°33′16″N 119°44′08″W﻿ ,,"https://en.wikipedia.org/wiki/Sparks,_Nevada",b'Sparks is located within the RenoSparks metropolitan area.'
Lakewood,New Jersey,"104,157",24.7 sq mi,40°04′38″N 74°12′01″W﻿ ,,"https://en.wikipedia.org/wiki/Lakewood_Township,_New_Jersey","b""Lakewood is a hub of Orthodox Judaism and is home to one of the largest yeshivas in the world the 6500-student Beth Medrash Govoha which was founded by Rabbi Aharon Kotler.[25] The large Orthodox population which comprises more than half the township's population wields considerable political clout in the township as a voting bloc.[26][27][28]"""
Burbank,California,"103,695",17.4 sq mi,34°11′24″N 118°19′35″W﻿ ,Los Angeles International AirportLAX (Major/International),"https://en.wikipedia.org/wiki/Burbank,_California",b'Burbank is a city in Los Angeles County in the Los Angeles metropolitan area of Southern California United States 12 miles (19 km) northwest of downtown Los Angeles. The population at the 2010 census was 103340.[9]'
Rialto,California,"103,440",22.3 sq mi,34°06′42″N 117°23′18″W﻿ ,,"https://en.wikipedia.org/wiki/Rialto,_California",b'Rialto is a city in San Bernardino County California United States. The population was 99171 as of the 2010 Census.[11]'
Allen,Texas,"103,383",27.1 sq mi,33°05′59″N 96°39′47″W﻿ ,,"https://en.wikipedia.org/wiki/Allen,_Texas",b'Allen is a city in Collin County Texas United States a northern suburb of Dallas. As of the 2010 United States Census the city had a total population of 84246.'
El Cajon,California,"103,241",14.5 sq mi,32°48′06″N 116°57′37″W﻿ ,,"https://en.wikipedia.org/wiki/El_Cajon,_California","b'El Cajon (/lkhon/; Spanish: [elkaxon]) is a city in San Diego County California United States 17 mi (27 km) east of Downtown San Diego. The city located in a valley surrounded by mountains has acquired the nickname of ""The Box.""[7] Its name originated similarly from the Spanish phrase ""el cajon"" which means ""the box"" or ""the drawer.""'"
Las Cruces,New Mexico,"102,926",76.9 sq mi,32°19′35″N 106°47′23″W﻿ ,El Paso International AirportELP (Major/International),"https://en.wikipedia.org/wiki/Las_Cruces,_New_Mexico","b""Las Cruces is the economic and geographic center of the Mesilla Valley the agricultural region on the floodplain of the Rio Grande which extends from Hatch to the west side of El Paso Texas. Las Cruces is the home of New Mexico State University (NMSU) New Mexico's only land-grant university. The city's major employer is the federal government on nearby White Sands Test Facility and White Sands Missile Range. The Organ Mountains 10 miles (16 km) to the east are dominant in the city's landscape along with the Dona Ana Mountains Robledo Mountains and Picacho Peak. Las Cruces lies 225 miles (362 km) south of Albuquerque 48 miles (77 km) northwest of El Paso Texas and 46 miles (74 km) north of the Mexican border at Santa Teresa."""
